ticker,date,ebitda,earningsPerShare,profitMargin,beta,revenue,targetPrice
RKLB,2024-12-05,-154062000,-0.38,-0.51764,1.3,363816992,22.13636
RKT,2024-12-05,293588992,-0.12,-0.00352,2.439,4304652800,15.60714
RL,2024-12-05,1059800000,10.48,0.10145,1.504,6740100096,232.41667
RLAY,2024-12-05,-389452992,-2.61,,1.675,10006000,21.45455
RLGT,2024-12-05,27812000,0.17,0.01061,0.836,795238016,9.33333
RLI,2024-12-05,528628992,9.08,0.23772,0.383,1764782976,178.4
RLMD,2024-12-05,,-2.86,,0.415,,0.86667
RLYB,2024-12-05,-69862000,-1.57,,-1.673,598000,8.25
RM,2024-12-05,118920000,2.37,0.04264,1.529,556726016,37.0
RMAX,2024-12-05,70025000,-0.52,-0.03075,1.359,311817984,9.75
RMBI,2024-12-05,,0.87,0.20926,0.62,42258196,
RMBL,2024-12-05,22300000,-9.7,-0.15246001,2.089,1250800000,6.5
RMBS,2024-12-05,200144992,1.61,0.34025002,1.166,517747008,68.28571
RMCF,2024-12-05,-2756638,-0.74,-0.17045,1.008,27743688,
RMCO,2024-12-05,-1542538,-0.09,-2.46369,-0.243,644293,
RMD,2024-12-05,1632185984,7.55,0.23149,0.687,4807484928,253.39365
RMNI,2024-12-05,40874000,-0.38,-0.07871,1.294,426649984,2.8125
RMR,2024-12-05,73242000,1.38,0.117460005,1.308,196924000,27.5
RMTI,2024-12-05,-885000,-0.04,-0.05057,1.503,94372000,6.5
RNA,2024-12-05,-322036000,-2.88,,0.908,10117000,68.41667
RNAC,2024-12-05,-39761000,-55.43,,,47938000,37.4
RNAZ,2024-12-05,-17683348,5571.72,,0.647,,99.0001
RNG,2024-12-05,190156992,-1.05,-0.04172,0.992,2357154048,43.10526
RNGR,2024-12-05,68400000,0.64,0.02537,0.487,579500032,16.25
RNR,2024-12-05,,70.98,0.28802,0.394,12657305600,296.18182
RNST,2024-12-05,,3.08,0.26073998,1.025,685873984,40.33333
RNW,2024-12-05,61271998464,0.06,0.00993,0.95,82100002816,734.1199
RNXT,2024-12-05,,-0.58,,0.993,,5.25
ROAD,2024-12-05,204299008,1.31,0.04006,0.653,1760752000,100.6
ROCK,2024-12-05,189690000,3.59,0.08283,1.138,1335517952,87.0
ROCL,2024-12-05,,-0.38,,-0.04,,
ROG,2024-12-05,73600000,2.67,0.059109997,0.515,842499968,125.0
ROIV,2024-12-05,-1199662976,5.54,37.25098,1.243,129129000,16.21429
ROK,2024-12-05,1613699968,8.29,0.11526,1.359,8264200192,285.28
ROKU,2024-12-05,53784000,-1.19,-0.044180002,2.072,3896275968,77.7028
ROL,2024-12-05,757598016,0.97,0.14182,0.701,3310625024,47.93
ROLR,2024-12-05,-5059568,-0.64,-0.19514999,,27070026,
ROMA,2024-12-05,-6060394,-0.09,-0.5897,,9903795,
ROOT,2024-12-05,43000000,-1.15,-0.01503,2.353,1044600000,72.8
ROP,2024-12-05,2732699904,13.59,0.21784,1.029,6775600128,605.346
ROST,2024-12-05,2983800064,6.35,0.09824,1.1,21092935680,168.9581
RPAY,2024-12-05,72248000,-0.89,-0.25527,1.436,310758016,11.40909
RPD,2024-12-05,89818000,0.7,0.05649,0.964,833014016,43.4119
RPID,2024-12-05,-48600000,-1.12,-1.8492501,1.079,26170000,8.0
RPM,2024-12-05,1074804992,4.77,0.08434,0.981,7292209152,134.77429
RPRX,2024-12-05,,2.54,0.50534,0.466,2266002944,41.528
RPTX,2024-12-05,-90242000,-1.99,-1.26342,0.713,66524000,12.5
RR,2024-12-05,-1312000,-0.04,-0.32678002,,9110000,
RRBI,2024-12-05,,4.75,0.31228,0.609,106383000,66.5
RRC,2024-12-05,1120222976,2.0,0.20665,1.811,2330213120,34.3852
RRGB,2024-12-05,33766000,-3.29,-0.04052,2.718,1272359040,8.875
RRR,2024-12-05,762436992,2.72,0.08592,2.055,1906029952,58.78571
RRX,2024-12-05,1245699968,3.16,0.03412,1.031,6180899840,204.33333
RS,2024-12-05,1609400064,18.28,0.07423,0.843,14045700096,320.97
RSG,2024-12-05,4804800000,6.25,0.12458,0.707,15817600000,219.0195
RSI,2024-12-05,39408000,-0.02,-0.00158,1.667,863766976,14.375
RSKD,2024-12-05,-56911000,-0.19,-0.14571999,1.359,311075008,5.59375
RSLS,2024-12-05,-9193000,77.26,-1.12105,1.346,8046000,
RSSS,2024-12-05,66728,-0.07,-0.08486,0.569,44623900,5.11667
RSVR,2024-12-05,56524728,,-0.0022,0.893,149606048,13.5
RTC,2024-12-05,-48347028,-4.25,-1.3689301,,59794660,
RTX,2024-12-05,12570999808,3.47,0.05969,0.54,79042002944,134.9141
RUM,2024-12-05,-141872336,-0.65,-1.6336701,0.731,78577024,8.0
RUN,2024-12-05,-34922000,-1.75,-0.18795,2.608,2035816960,19.04125
RUSHA,2024-12-05,706489984,3.77,0.03929,0.991,7824625152,67.0
RUSHB,2024-12-05,706489984,3.77,0.03929,0.991,7824625152,
RVLV,2024-12-05,40885000,0.57,0.037219997,2.057,1093960960,29.83333
RVMD,2024-12-05,-621556992,-3.66,,1.404,742000,73.64286
RVNC,2024-12-05,-187624000,-3.34,-0.71782,0.953,256944992,9.22571
RVP,2024-12-05,-5045008,-0.53,-0.46712002,2.061,38253272,
RVPH,2024-12-05,,-1.08,,-0.055,,15.2
RVSB,2024-12-05,,0.05,0.02175,0.759,46297000,5.25
RVSN,2024-12-05,-9427000,-3.6,,1.318,903000,7.0
RVTY,2024-12-05,788105984,2.09,0.093439996,1.056,2721554944,138.67612
RVYL,2024-12-05,-7135000,-8.75,-0.70055,4.338,68403000,5.0
RWAY,2024-12-05,,1.03,0.19322,0.508,157206000,11.5625
RXO,2024-12-05,108000000,-2.14,-0.068119995,1.146,3860999936,27.5
RXRX,2024-12-05,-364150016,-1.54,,0.802,65184000,9.85714
RXST,2024-12-05,-34971000,-0.81,-0.23924999,1.191,128293000,63.0
RXT,2024-12-05,203300000,-3.45,-0.27937,,2771200000,2.89167
RY,2024-12-05,,8.0,0.28672,0.842,56507998208,157.857
RYAM,2024-12-05,204460000,-1.35,-0.05175,3.011,1630290048,12.5
RYAN,2024-12-05,610926976,0.77,0.04463,0.621,2324982016,73.983
RYDE,2024-12-05,-21558000,-0.95,-2.86621,,7811000,2.645
RYI,2024-12-05,151400000,0.63,0.00457,1.547,4703699968,24.0
RYTM,2024-12-05,-263916000,-4.32,-2.3011,2.093,112530000,71.90909
RZLT,2024-12-05,-70387000,-1.27,,1.188,,13.0
RZLV,2024-12-05,,-0.15,,,,
S,2024-12-05,-283212992,-0.94,-0.38911,0.652,723632000,29.63733
SA,2024-12-05,-19007000,-0.11,,,,53.99167
SABR,2024-12-05,424752000,-0.76,-0.100109994,1.759,3001893888,4.46714
SABS,2024-12-05,-46911196,-6.3,,0.641,1512723,12.4
SAFE,2024-12-05,316414016,1.77,0.30146,0.898,401068992,28.53846
SAFT,2024-12-05,104890000,5.07,0.06858,0.156,1091693952,
SAG,2024-12-05,2657000,0.16,0.02604,,59521000,
SAGE,2024-12-05,-371152000,-5.57,,0.924,106399000,9.47059
SAH,2024-12-05,587600000,5.64,0.014090001,1.617,13913299968,67.55556
SAIA,2024-12-05,695979008,13.99,0.118310004,1.732,3171254016,512.1115
SAIC,2024-12-05,643000000,5.59,0.03974,0.693,7296999936,147.33333
SAIH,2024-12-05,-5992000,-0.18,-0.90319,1.737,6776000,
SAM,2024-12-05,246332000,6.81,0.04008,1.06,2004349056,304.42856
SAMG,2024-12-05,18858000,0.78,0.06243,0.854,120231000,23.75
SANA,2024-12-05,-273800000,-1.4,,1.442,,9.4
SAND,2024-12-05,131640000,0.12,0.20458001,1.152,173380992,8.25
SANG,2024-12-05,14660000,-0.25,-0.033239998,1.691,244406000,8.375
SANM,2024-12-05,468139008,3.91,0.0294,0.892,7568328192,70.33333
SANW,2024-12-05,-10046321,-13.72,-0.49686,0.997,60441648,35.0
SAR,2024-12-05,,1.52,0.13642,1.348,155255248,26.05
SARO,2024-12-05,556712000,0.06,-0.00287,,4840133120,35.66667
SASR,2024-12-05,,1.89,0.21882,0.927,390686016,36.66667
SATL,2024-12-05,-45378000,-0.72,,1.552,13719000,
SATS,2024-12-05,1346934016,-9.16,-0.15509,0.708,16021174272,25.0
SATX,2024-12-05,-38647000,-0.05,-0.42477,0.956,11112000,2.0
SAVA,2024-12-05,-143320000,-1.38,,-0.583,,
SAVE,2024-12-05,-478670016,-6.2,-0.13201,1.366,5126729216,1.5
SB,2024-12-05,179406000,0.9,0.33171,,318430016,5.4
SBC,2024-12-05,103610480,0.53,0.27554,0.12,217538496,11.0
SBCF,2024-12-05,,1.36,0.23565,1.074,494135008,29.5
SBET,2024-12-05,-5824723,-2.71,0.90204,1.496,4333656,
SBEV,2024-12-05,-14003055,-0.42,-2.07888,1.507,10419936,0.75
SBFG,2024-12-05,,1.74,0.20731,0.742,56524000,
SBFM,2024-12-05,-4761139,-127.9,-0.12821999,-1.036,32959492,15.0
SBGI,2024-12-05,138000000,-3.16,-0.06142,1.513,3369999872,17.975
SBH,2024-12-05,387432992,1.43,0.03995,1.534,3703358976,14.6
SBLK,2024-12-05,482251008,2.93,0.24053,1.009,1098813056,26.44
SBSI,2024-12-05,,2.77,0.34349,0.532,244615008,38.0
SBT,2024-12-05,,0.12,0.08882,0.521,67988000,
SBUX,2024-12-05,6700000256,3.31,0.10396,0.962,36176199680,103.304
SBXD,2024-12-05,,,,,,
SCCO,2024-12-05,5955899904,3.83,0.27666,1.188,10944600064,102.82599
SCHL,2024-12-05,79800000,0.54,0.014889999,1.058,1598400000,44.0
SCHW,2024-12-05,,2.56,0.27471,0.952,18736001024,78.85
SCI,2024-12-05,1222834944,3.43,0.121879995,0.843,4149152000,89.46833
SCKT,2024-12-05,-1478473,-0.18,-0.074640006,0.836,18330592,
SCL,2024-12-05,182168000,2.0,0.02096,0.805,2186796032,97.0
SCLX,2024-12-05,-95026000,-1.44,-2.3388,1.15,50833000,7.625
SCM,2024-12-05,,2.0,0.45394,1.16,107143384,13.9
SCNX,2024-12-05,,-20.22,,,-351608,
SCOR,2024-12-05,20517000,-22.06,-0.079569995,1.091,358732992,7.5
SCPH,2024-12-05,-63669000,-1.95,-2.64598,,30278000,17.5
SCPX,2024-12-05,-24976344,-1901.49,,-0.326,9845052,5.0
SCS,2024-12-05,221500000,1.06,0.040209997,1.326,3136199936,16.5
SCSC,2024-12-05,124527000,3.14,0.02488,1.423,3159084032,57.0
SCVL,2024-12-05,131378000,2.72,0.06264,1.557,1233144064,49.0
SCWO,2024-12-05,-10345310,-0.08,,-0.299,244730,2.5
SCWX,2024-12-05,-28515000,-0.84,-0.21226,0.997,346352000,8.215
SCYX,2024-12-05,-52365000,-0.76,,1.503,8566000,6.66667
SD,2024-12-05,64126000,1.27,0.3925,2.091,120243000,21.0
SDA,2024-12-05,-72114000,-0.94,-0.21135001,-0.152,407454016,20.0
SDGR,2024-12-05,-212456000,-2.45,-0.91843003,1.501,193348000,31.90909
SDHC,2024-12-05,120351000,1.88,0.046,,905304000,30.0
SDIG,2024-12-05,-5772950,-0.8,-0.55216,2.923,86092672,7.25
SDOT,2024-12-05,-12103000,0.3,0.00246,,655937984,18.0
SDRL,2024-12-05,440000000,5.78,0.28709,1.584,1456000000,54.77778
SDST,2024-12-05,,,,-0.014,,14.0
SEAT,2024-12-05,94247000,-0.09,0.04557,1.237,774076032,5.65417
SEB,2024-12-05,246000000,-5.39,-0.00022,0.371,8899999744,
SEDG,2024-12-05,-1252312064,-29.1,-1.5818801,1.585,1046750976,18.97393
SEE,2024-12-05,1053100032,2.71,0.07337,1.347,5397300224,41.83133
SEED,2024-12-05,-4247000,1.21,0.48429,1.498,119254000,
SEER,2024-12-05,-92697000,-1.3,,1.457,14608000,3.0
SEG,2024-12-05,-47479000,-25.53,-1.3217399,,111487000,
SEI,2024-12-05,75117000,0.44,0.04947,1.229,280140992,28.0
SEIC,2024-12-05,560993024,4.15,0.26604998,0.974,2052818944,78.8
SELX,2024-12-05,-60825000,-0.04,-1.52333,-0.401,32840000,
SEM,2024-12-05,819288000,2.14,0.03966,1.418,6968547840,34.25
SEMR,2024-12-05,18800000,0.08,0.032899998,1.62,357567008,17.66667
SENEA,2024-12-05,133126000,5.96,0.02792,0.264,1482656000,
SENEB,2024-12-05,133126000,5.96,0.02792,0.264,1482656000,
SENS,2024-12-05,-76230000,-0.13,,0.795,22205000,1.6
SEPN,2024-12-05,-57768000,-0.47,,,838000,43.66667
SER,2024-12-05,-11119590,0.16,-2.32864,,3156637,
SERA,2024-12-05,-35226000,-0.99,,1.044,94000,
SERV,2024-12-05,-29560604,-0.77,,,1679360,15.0
SES,2024-12-05,-90527000,-0.23,,2.431,,1.0
SEZL,2024-12-05,101179312,9.43,0.2529,,221806304,326.5
SF,2024-12-05,,5.53,0.13721,1.081,4736245248,110.42857
SFBC,2024-12-05,,1.52,0.11206,0.681,35070000,
SFBS,2024-12-05,,3.74,0.47811002,0.867,426982016,89.0
SFHG,2024-12-05,1229816,-0.02,-0.02888,,117265600,
SFIX,2024-12-05,-38475000,-0.99,-0.09633,1.877,1337468032,4.08333
SFL,2024-12-05,548272000,1.0,0.16188999,0.722,876067968,12.95
SFM,2024-12-05,608200000,3.47,0.0473,0.538,7421606912,135.16667
SFNC,2024-12-05,,1.02,0.18293,0.879,701256000,24.6
SFST,2024-12-05,,1.73,0.15605,0.798,90166000,30.5
SFWL,2024-12-05,19117000,0.11,0.01991,,446280992,
SG,2024-12-05,-34904000,-0.78,-0.13268,2.334,668947968,41.6
SGA,2024-12-05,9451000,0.75,0.0424,0.322,110669000,24.0
SGBX,2024-12-05,-16379891,-30.0,,-2.58,8193437,
SGC,2024-12-05,36482000,0.82,0.023740001,1.418,567508992,23.0
SGD,2024-12-05,,2316.4,,,91978,
SGHC,2024-12-05,159684256,0.01,0.0026,0.68,1556770048,6.25
SGHT,2024-12-05,-49018000,-1.01,-0.63302,2.734,79543000,5.26
SGLY,2024-12-05,-5717830,-2.19,-1.6286399,1.027,3136681,
SGMA,2024-12-05,10304106,-0.99,-0.01675,0.871,360530432,
SGML,2024-12-05,81438000,-0.45,0.041050002,0.14,294496992,22.5
SGMO,2024-12-05,-117028000,-0.71,-2.57865,,52291000,6.2
SGMT,2024-12-05,,-0.39,,,2000000,29.0
SGN,2024-12-05,-6576371,-19.4,,,576337,
SGRP,2024-12-05,9683000,0.51,0.04895,0.713,258415008,
SGRY,2024-12-05,595900032,-0.47,-0.020299999,2.766,2985299968,35.38455
SHAK,2024-12-05,127696000,0.2,0.00721,1.818,1210167040,131.36365
SHBI,2024-12-05,,1.31,0.21288,0.939,193048000,17.75
SHC,2024-12-05,546864000,0.25,0.06315,2.082,1120477056,16.85714
SHCO,2024-12-05,94448000,-0.91,-0.15453,0.746,1160039040,7.16667
SHEN,2024-12-05,89004000,-0.27,0.60069,0.622,328807008,26.0
SHFS,2024-12-05,,0.16,0.36776,,15855936,
SHIM,2024-12-05,-78794000,-3.08,-0.12903,,524156992,3.0
SHIP,2024-12-05,91709000,2.39,0.2885,0.712,165210000,14.5
SHLS,2024-12-05,78676000,0.2,0.07782,1.731,422656992,7.6087
SHMD,2024-12-05,10971000,1.16,0.40853,0.125,90246000,
SHOO,2024-12-05,263946000,2.36,0.07678,1.098,2220323072,46.77778
SHOP,2024-12-05,1251000064,1.07,0.16841,2.365,8211999744,117.08795
SHOT,2024-12-05,-32586416,-0.83,,1.918,1025549,
SHPH,2024-12-05,-5742737,-4.25,,0.74,,
SHW,2024-12-05,4399799808,10.04,0.11094,1.175,23053500416,390.84174
SHYF,2024-12-05,19741000,-0.1,-0.00483,1.623,787076992,16.0
SIBN,2024-12-05,-37521000,-0.91,-0.23817,1.226,157035008,22.77778
SIDU,2024-12-05,-13069286,-5.07,,-0.649,4306474,
SIEB,2024-12-05,,0.26,0.1224,0.314,78879000,
SIF,2024-12-05,1984000,-1.35,-0.07925,1.235,101482000,
SIG,2024-12-05,647200000,8.67,0.08583,2.129,6891299840,116.25
SIGA,2024-12-05,105119696,1.2,0.49335,0.886,173731392,
SIGI,2024-12-05,359195008,3.72,0.05011,0.565,4715951104,102.57143
SII,2024-12-05,90962000,1.81,0.24323,1.451,194378000,56.5
SILA,2024-12-05,142943008,0.37,0.13568,0.153,188648992,28.33333
SILC,2024-12-05,-14003500,-6.45,-0.68196,1.044,62386000,
SILO,2024-12-05,,-1.14,,1.365,72102,
SILV,2024-12-05,171492992,0.58,0.30849,1.198,278078016,13.114
SIMA,2024-12-05,,,,,,
SINT,2024-12-05,-9989000,-122.83,-2.75144,1.369,3126000,70.0
SIRI,2024-12-05,2563000064,-4.3,-0.14864999,1.05,8798999552,28.8
SISI,2024-12-05,-12075771,-171.02,-2.29028,-0.003,9801856,
SITC,2024-12-05,264412000,13.71,1.62519,1.756,451683008,24.08333
SITE,2024-12-05,357300000,3.1,0.03159,1.535,4492499968,153.88889
SITM,2024-12-05,-81151000,-4.13,-0.53555,1.828,176988992,211.66667
SJ,2024-12-05,53402000,0.16,-0.04733,1.079,1488568064,36.427
SJM,2024-12-05,1977900032,4.95,0.08771,0.246,8498599936,127.36812
SJW,2024-12-05,279239008,2.77,0.12465999,0.621,721956992,64.33333
SKE,2024-12-05,-135190000,-1.35,,1.683,,
SKGR,2024-12-05,,0.22,,0.017,,
SKIL,2024-12-05,70306000,-42.16,-0.63422,1.314,536512000,45.0
SKIN,2024-12-05,-41883000,-0.39,-0.08104,0.906,347620000,1.71667
SKK,2024-12-05,1724000,0.01,0.02029,,9759000,
SKLZ,2024-12-05,-81119000,-2.02,-0.35127997,2.763,106198000,8.83333
SKWD,2024-12-05,185587008,3.27,0.12241,,1092093056,51.44444
SKX,2024-12-05,1072758976,4.06,0.07196,1.233,8717875200,82.90929
SKY,2024-12-05,226656992,2.58,0.06421,1.589,2340474112,92.33333
SKYE,2024-12-05,-23463360,0.53,,1.75,,18.0
SKYH,2024-12-05,-17164000,-1.9,,1.834,12357000,18.66667
SKYQ,2024-12-05,-3721576,,-0.2805,,40299512,
SKYT,2024-12-05,20142400,-0.36,-0.047519997,3.927,345935008,11.875
SKYW,2024-12-05,765104000,5.84,0.07289,1.937,3335304960,110.8
SKYX,2024-12-05,-30138384,-0.39,-0.44924,,84766992,3.56
SLAB,2024-12-05,-149348992,-7.41,-0.46927,1.204,504982016,109.85714
SLB,2024-12-05,8130999808,3.11,0.12441,1.532,35995000832,57.37345
SLDB,2024-12-05,-109917000,-3.04,,1.928,,17.42857
SLDP,2024-12-05,-89792000,-0.48,,1.747,18026000,2.0
SLE,2024-12-05,-14893000,-7.42,-0.95777,1.872,25030000,2.16667
SLF,2024-12-05,5277000192,4.35,0.111829996,0.939,32558999552,67.888
SLGL,2024-12-05,-16520000,-0.34,-2.2739701,1.603,6559000,5.0
SLGN,2024-12-05,845374976,2.76,0.05113,0.668,5783623168,58.90909
SLI,2024-12-05,-44751000,0.61,,1.934,,5.036
SLM,2024-12-05,,2.9,0.41939,1.171,1586141056,27.83333
SLND,2024-12-05,-94315000,-2.23,-0.10375,0.164,1029118016,4.33333
SLNG,2024-12-05,9583000,0.21,0.05287,0.777,74044000,9.0
SLNH,2024-12-05,6193000,-9.63,-0.77322996,2.938,38140000,
SLNO,2024-12-05,-136496000,-2.79,,-1.439,,74.25
SLP,2024-12-05,12296000,0.49,0.14217,0.709,70013000,50.0
SLQT,2024-12-05,90796000,-0.27,-0.03447,1.052,1381309056,4.5
SLRC,2024-12-05,,1.77,0.40894002,1.138,236635008,16.25
SLRN,2024-12-05,-373011008,-2.46,,,,11.5
SLRX,2024-12-05,-6733092,-5.14,,0.932,,26.0
SLS,2024-12-05,,-0.67,,2.396,,5.83333
SLSR,2024-12-05,-47377000,-0.4,,1.902,,7.5
SLVM,2024-12-05,593000000,6.42,0.07168,0.929,3767000064,92.33333
SLXN,2024-12-05,-1355000,-13.22,,-0.111,,9.0
SM,2024-12-05,1836525952,7.14,0.35473,4.189,2337363968,52.92857
SMAR,2024-12-05,-53498000,-0.32,-0.04068,0.745,1042262976,56.48385
SMBC,2024-12-05,,4.36,0.30538,0.951,162056000,70.33333
SMBK,2024-12-05,,1.93,0.20534,0.669,159196000,36.20833
SMCI,2024-12-05,1304590720,2.01,0.08085,1.279,14942854144,40.321
SMG,2024-12-05,435700000,-0.61,-0.00982,1.74,3552699904,81.71429
SMHI,2024-12-05,33459000,-1.66,-0.16811001,1.314,274636000,13.0
SMID,2024-12-05,8743000,1.22,0.06758,1.241,68434000,
SMLR,2024-12-05,20348000,2.04,0.27001,0.922,58938000,40.0
SMMT,2024-12-05,-181490000,-0.23,,-0.923,,27.032
SMP,2024-12-05,168492992,2.78,0.0256,0.513,1411252992,40.5
SMPL,2024-12-05,249699008,1.38,0.10464,0.644,1331320960,38.9
SMR,2024-12-05,-195896000,-0.95,,1.127,7381000,18.41667
SMRT,2024-12-05,-27363000,-0.12,-0.12775,1.966,199770000,2.275
SMSI,2024-12-05,-14790000,-4.94,-1.63045,0.737,30532000,6.5
SMTC,2024-12-05,57077000,-12.95,-1.07207,1.541,815307008,72.7
SMTI,2024-12-05,-2252198,-0.99,-0.10714,1.556,78056872,44.0
SMTK,2024-12-05,-10246000,-5.3,,2.217,40000,
SMWB,2024-12-05,-490000,-0.13,-0.050679997,0.837,231207008,14.71429
SMX,2024-12-05,-14268000,832.81,,-1.931,,
SMXT,2024-12-05,-20284536,-0.71,-0.54132,,36735764,
SN,2024-12-05,653091008,2.55,0.07019,,5118950912,121.69273
SNA,2024-12-05,1480000000,19.45,0.20402001,0.954,5103000064,327.375
SNAL,2024-12-05,-751007,0.08,-0.021270001,0.833,73273736,4.0
SNAP,2024-12-05,-768156032,-0.58,-0.18492001,0.995,5165402112,13.11676
SNAX,2024-12-05,-11073792,-5.4,-0.95158994,1.088,17843712,4.0
SNBR,2024-12-05,98626000,-1.81,-0.02355,2.084,1734996992,12.5
SNCR,2024-12-05,7794000,-1.98,-0.18574,1.995,167615008,24.33333
SNCY,2024-12-05,191816000,0.83,0.042519998,1.487,1060876992,19.125
SND,2024-12-05,29858000,-0.14,0.00438,1.078,295699008,3.0
SNDA,2024-12-05,28779000,-2.36,-0.0647,1.82,244780000,
SNDL,2024-12-05,-53921000,-0.3,-0.121199995,3.197,911219008,4.8625
SNDR,2024-12-05,533000000,0.64,0.021,0.805,5323100160,30.28571
SNDX,2024-12-05,-321200992,-3.64,,0.917,16000000,36.69231
SNES,2024-12-05,-6993000,112.6,,0.554,1529000,35.0
SNEX,2024-12-05,,11.94,0.00279,0.75,84272201728,111.0
SNFCA,2024-12-05,39480952,1.2,0.0672,1.014,322130144,
SNGX,2024-12-05,-7858518,-6.43,,,364183,22.5
SNOA,2024-12-05,-4464000,-0.99,-0.35908002,1.378,12699000,19.5
SNOW,2024-12-05,-1130114944,-3.39,-0.31733,0.828,3206404096,180.37538
SNPS,2024-12-05,1652390016,9.23,0.23111999,1.076,6483438080,636.72046
SNPX,2024-12-05,-6829012,0.88,,1.427,,14.0
SNSE,2024-12-05,-30976000,-1.19,,0.059,,4.125
SNT,2024-12-05,3211250,0.05,0.042519998,,34455000,
SNTG,2024-12-05,-1751571,-0.8,,2.615,146554,
SNTI,2024-12-05,-56604000,-15.59,,2.746,338000,12.0
SNV,2024-12-05,,2.2,0.20698999,1.392,1750691968,58.75
SNX,2024-12-05,1681473024,7.7,0.01196,1.405,57015177216,138.41083
SNYR,2024-12-05,9897537,-111.33,0.12328,-0.686,41460632,
SO,2024-12-05,13061000192,4.29,0.17867,0.509,26428000256,91.80474
SOAR,2024-12-05,-49198000,-3.48,-0.95555997,0.885,73000000,
SOBO,2024-12-05,,,,,,24.0
SOBR,2024-12-05,-7654830,-51.46,,-0.308,174004,
SOC,2024-12-05,,-2.6,,0.317,,25.4
SOFI,2024-12-05,,0.12,0.084989995,1.613,2519211008,11.0
SOLV,2024-12-05,1840000000,0.38,0.08764,,8215000064,73.765
SON,2024-12-05,1012012992,2.91,0.04384,0.677,6572687872,58.875
SOND,2024-12-05,-172491008,-17.05,-0.30062,1.586,623240000,
SONM,2024-12-05,-7161000,-2.9,-0.14935,2.523,69288000,
SONN,2024-12-05,-12263398,-0.96,,1.045,55881,240.0
SONO,2024-12-05,4332000,-0.31,-0.02513,,1518055936,15.2
SOPA,2024-12-05,-13477875,-5.0,-1.90711,1.161,7499412,16.0
SOPH,2024-12-05,-67210000,-1.09,-1.10712,1.032,64488000,6.0
SOTK,2024-12-05,1887249,0.09,0.073520005,-0.28,20650572,9.625
SOUN,2024-12-05,-84857000,-0.35,-1.6358099,3.035,67297000,8.07143
SOWG,2024-12-05,8139855,0.24,0.13236,1.948,41611016,5.5
SPAI,2024-12-05,-7058657,-0.75,,,1391847,
SPB,2024-12-05,224200000,3.26,0.03855,1.224,2930899968,104.875
SPCB,2024-12-05,3668000,22.46,0.05704,0.107,26843000,12.0
SPCE,2024-12-05,-389600992,-16.26,,1.701,9416000,13.57143
SPFI,2024-12-05,,2.57,0.23677,0.585,183911008,42.0
SPGC,2024-12-05,-5458000,-3.7,,,1375000,12.0
SPGI,2024-12-05,6645000192,11.34,0.25792,1.183,13767999488,578.3105
SPHL,2024-12-05,3035360,0.16,0.15876001,,14939404,
SPHR,2024-12-05,136611008,-11.23,-0.32755002,1.415,1136795008,50.25
SPI,2024-12-05,-11455750,-0.96,-0.1179,0.722,209528000,
SPIR,2024-12-05,-22380000,-3.45,-0.6672,1.969,107223000,19.6
SPKL,2024-12-05,,0.19,,,,
SPMC,2024-12-05,,,,,,21.75
SPNS,2024-12-05,99556000,1.27,0.13227001,1.253,538932992,31.75
SPNT,2024-12-05,427400000,1.6,0.1161,0.946,2710500096,
SPOK,2024-12-05,23826000,0.71,0.106639996,0.304,137714000,15.0
SPOT,2024-12-05,1179000064,3.57,0.04642,1.561,15102000128,453.07352
SPPL,2024-12-05,-2496025,-0.35,-1.61532,,4686925,
SPR,2024-12-05,-745600000,-12.13,-0.22128001,1.849,6478199808,36.88462
SPRB,2024-12-05,-43188000,-0.95,,,7101000,2.5
SPRC,2024-12-05,-5890000,-5.28,,1.037,1747000,
SPRO,2024-12-05,21008000,0.08,0.14735,0.631,118459000,5.0
SPRU,2024-12-05,5914000,-5.13,-0.75933,1.206,79719000,
SPRY,2024-12-05,-60444000,-0.5,,,2568000,26.5
SPSC,2024-12-05,126347000,2.09,0.12831001,0.836,611822976,222.7
SPT,2024-12-05,-54909000,-1.2,-0.17235,0.983,392401984,36.61538
SPTN,2024-12-05,240643008,1.33,0.00479,0.409,9532882944,23.0
SPWH,2024-12-05,16365000,-0.91,-0.02737,0.657,1243937024,2.9
SPXC,2024-12-05,396900000,3.75,0.09111,1.223,1919600000,174.0
SQ,2024-12-05,1276497024,1.67,0.04414,2.479,23861534720,94.15683
SQFT,2024-12-05,4997044,-2.81,-0.25335,1.567,18346852,
SR,2024-12-05,745100032,4.19,0.09415,0.541,2609600000,70.05556
SRAD,2024-12-05,369267008,0.14,0.055749997,2.05,1052072000,17.08042
SRBK,2024-12-05,,8.6,0.032560002,,30867000,
SRCE,2024-12-05,,5.25,0.35125,0.769,369012000,65.33333
SRDX,2024-12-05,6769000,-0.82,-0.09155,1.202,126078000,43.0
SRE,2024-12-05,4930999808,4.54,0.22697,0.759,12917999616,93.77059
SRFM,2024-12-05,-163964000,-15.64,-2.23226,,111793000,11.6
SRI,2024-12-05,46735000,-0.27,-0.00803,1.359,919561984,14.0
SRL,2024-12-05,10245000,0.06,0.025320001,1.317,54944000,
SRM,2024-12-05,-4500189,-0.4,-0.92342,,4845974,
SRPT,2024-12-05,119666000,1.54,0.07428,0.803,1640348032,183.59636
SRRK,2024-12-05,-228515008,-2.36,,0.478,,44.125
